,Brand,Series,CPU,GPU,RAM,Monitor,Resolution,Storage,OS,Weight,Price
1162,ROKC,,MediaTek MediaTek MT8183 Mediatek MT8183 1.6 GHz,Mediatek,4 GB,11.6 Inches,1366 x 768 pixels,64 GB SSD,Chrome OS,2.64 Pounds,239.99
1163,Lenovo,ThinkPad E15 Gen 2,Intel Core i5 1.3 GHz,Intel UHD Graphics,16 GB,15.6 Inches,1920x1080,512 GB SSD,P:Windows 10 Pro,3.8 Pounds,999.99
1164,Dell,,,Integrated,32 GB,13.3 Inches,,512 GB,Windows 11 Pro,,831.59
1165,Lenovo,,AMD Ryzen 5 4500U Ryzen 5 4500U 2.3 GHz,AMD Radeon Series,16 GB,14 Inches,,256 GB SSD,No OS,3.6 Pounds,629.0
1166,Dell,Dell Latitude,Intel 8032 Core i7-8850H 2.6 GHz,NVIDIA GeForce MX130,16 GB,14 Inches,1920 x 1080 pixels,,Windows 10 Pro,3.63 Pounds,1374.77
1167,ASUS,ZenBook Flip S,Intel Intel Core i7 Core i7-1165G7 4.7 GHz,Intel Iris Xe Graphics,16 GB,13.3 Inches,3840 x 2160 pixels,1 TB SSD,Windows 10 Pro,2.9 Pounds,1749.99
1168,HP,,Intel Core i5-1035G1 3.6 GHz,Intel UHD Graphics,8 GB,15.6 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10,1.8 Kilograms,429.99
1169,HP,1A767UT#ABA,Intel Celeron Celeron N4020 1.1 GHz,Intel,4 GB,11.6 Inches,1366 x 768 pixels,,Chrome OS,3.2 Pounds,264.19
1170,HP,15-dw2072cl,Intel Core i7 1.3 GHz,Intel Iris Plus,8 GB,15.6 Inches,1366 x 768 pixels,512 GB SSD,Windows 10,3.9 Pounds,615.0
1171,ASUS,ASUS X551CA-HCL1201L,Intel Celeron 1.5 GHz,Intel HD Graphics,4 GB,15.6 Inches,1366 x 768 pixels,500 GB HDD,Windows 8,5.2 Pounds,318.98
1172,LG,17Z95P-K.AAB9U1,Intel Core i7 Family 1195G7 5 GHz,Intel Xe Graphics,16 GB,17 Inches,2560 x 1600 pixels,2 TB SSD,Windows 11,2.98 Pounds,1487.99
1173,HP,,Intel,Intel,4 GB,14 Inches,,,Windows,1.46 Kilograms,193.95
1174,Dell,XPS 9350,Intel Core i7 Core i7-6500U 2.5 GHz,Intel HD Graphics 5500,8 GB,13.3 Inches,3840 x 2160 pixels,256 GB Solid State Drive,Windows 10,2.8 Pounds,699.99
1175,HP,Envy 13,Intel Core i7 Core i7-1165G7 4.7 GHz,Integrated,8 GB,13.3 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10 Home,2.9 Pounds,787.0
1176,HP,ProBook 450 G9,Intel Core i7 Family Intel Core i7-1255U 2.7 GHz,Intel Iris Xe Graphics,16 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 11 Pro,,1099.0
1177,Lenovo,IdeaPad 5,AMD Ryzen 7 4700U 7730U 2 GHz,AMD Radeon Graphics,16 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,"Windows 10 Home 64-bit,Windows 10 Home",3.7 Pounds,721.81
1178,HP,ProBook,Intel Core i5-3210M 2.5 GHz,Intel HD Integrated Graphics,8 GB,14 Inches,1366 x 768 pixels,500 GB,Windows 10 64 Bit-Multi-Language Supports English/Spanish/French,,202.98
1179,Tocosy,Laptop,ARM Intel Atom 1.44 GHz,Intel,4 GB,11.6 Inches,1366 x 768 pixels,,Windows,,229.0
1180,,,,Integrated,,,,,No OS,,880.34
1181,Dell,Latitude 3000,Intel Celeron N5100 2.8 GHz,Intel,4 GB,11.6 Inches,1366 x 768 pixels,128 GB SSD,Windows 11 Pro,2.95 Pounds,329.86
1182,acer,A515-44-R41B,AMD Ryzen 5 4500U Ryzen 5 4500U 4 GHz,AMD Radeon Graphics,8 GB,15.6 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10 Home,4.2 Pounds,523.72
1183,Dell,Precision 3570 Laptop,Intel Core i7 3.5 GHz,Nvidia Quadro T550,16 GB,15.6 Inches,1366 x 768 pixels,1000 GB SSD,Windows 11 Pro,8 Pounds,1082.23
1184,Dell,Latitude E5470,Intel Core i5 6200U 2.3 GHz,INTEL,8 GB,14 Inches,1366 x 768 pixels,120 GB SSD,Windows 10 Pro 64 Bit-Multi-Language Supports English/Spanish/French,,298.98
1185,Dell,XPS 13 9305,Intel Core i7 Family Core i7-1165G7 4.7 GHz,Intel Iris Xe Graphics,16 GB,13.3 Inches,1920 x 1080 pixels,,Windows 11 Home,2.8 Pounds,1085.0
1186,Dell,Latitude 14 - 7400,Intel Core i7 1.9 GHz,Intel UHD Graphics,16 GB,14 Inches,1366 x 768 pixels,256 GB SSD,Windows 10,3 Pounds,876.39
1187,Dell,Latitude 7310,Intel Core i7 1.8 GHz,Intel UHD Graphics,32 GB,13.3 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Pro,1.2 Kilograms,903.2
1188,ASUS,ASUS VivoBook,Intel Celeron Celeron N4000 2.6 GHz,Intel Integrated Graphics,4 GB,14 Inches,1920 x 1080 pixels,64 GB SSD,Windows 10 Home,3.3 Pounds,325.0
1189,ASUS,,Intel Core 2 Duo 2 GHz,Intel,3 GB,17.3 Inches,1366 x 768 pixels,250 GB HDD,Windows 7,9.8 Pounds,749.0
1190,Panasonic,CF-54,Intel Core i5 2.4 GHz,Intel HD Graphics 520,16 GB,14 Inches,1920 x 1080 pixels,512 GB SSD,Windows 7 Pro + 10 Pro,4.6 Pounds,588.0
1191,Dell,Latitude,Intel Core i7 i7-1355U 5 GHz,Intel,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Pro,3.7 Pounds,1339.99
1192,Microsoft,,Intel Core i5,Intel,16 GB,14.4 Inches,2560 x 1600 pixels,512 GB,Windows 10 Home,,1388.99
1193,Dell,Latitude Rugged 5420 Laptop,Intel Core i5 1.7 GHz,Intel,16 GB,14 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Pro,4.9 Pounds,899.0
1194,HP,PROBOOK 6470B,Intel Core i5-3340M 2.7 GHz,Integrated Graphics,4 GB,14 Inches,1366 x 768 pixels,500 GB HDD,Win 10 Pro 64 Bit Multi-Language Support English/French/Spanish,5.5 Pounds,188.98
1195,DELL,Latitude,Intel Core i5 Family 0.9 GHz,Intel UHD Graphics,16 GB,16 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Pro,2.5 Kilograms,1006.08
1196,Dell,VXCY2,Intel Core i3 Core i3 1315U 4.5 GHz,Intel,8 GB,13.3 Inches,1920 x 1080 pixels,,Windows 11 Pro,,879.99
1197,Dell,,Intel Core i7 4.7 GHz,Intel Iris Xe Graphics,16 GB,16 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Pro,4.2 Pounds,1099.0
1198,Dell,Latitude 7420 Laptop,Intel Core i7 1.8 GHz,Intel Integrated Graphics,32 GB,14 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Pro,2.7 Pounds,993.29
1199,ASUS,Vivobook 16,AMD Ryzen 5 AMD Ryzen 5 5625U 2.6 GHz,AMD Radeon Graphics,40 GB,16 Inches,1920 x 1200,4 TB SSD,Windows 10 Pro,,1119.0
1200,Lenovo,Lenovo IdeaPad,Intel Intel Celeron D Intel Celeron N4020 1.1 GHz,AMD Radeon,4 GB,14 Inches,1366 x 768 pixels,128 GB SSD,Windows 11 Home S,3.4 Pounds,189.99
1201,Asus,Asus Zenbook 14X OLED Laptop,Intel Core i7 i7-13700H 3.7 GHz,Intel Iris Xe Graphics,16 GB,14.5 Inches,2880x1800,512 GB SSD,Windows 11,3.4 Pounds,889.49
1202,Lenovo,Flex 14,AMD Ryzen 5 3500U AMD Ryzen™ 5 3500U 2.1 GHz,AMD Radeon Vega 8,8 GB,14 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10,3.5 Pounds,608.88
1203,Lenovo,,,Integrated,16 GB,14 Inches,,,Windows 10 Pro,,1281.77
1204,Dell,Dell Latitude Rugged 5404,Intel Core i7 1.7 GHz,Intel HD 5000,8 GB,14 Inches,1366x768,256 GB SSD,Windows 10 Pro,,569.95
1205,Dell,,,Intel Integrated Graphics,32 GB,15.6 Inches,,1000 GB,Windows 11 Pro,,1559.99
1206,Dell,Latitude 5531 Laptop,Intel Core i5 3.3 GHz,Intel,8 GB,15.6 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10 Pro,8 Pounds,1157.94
1207,acer,CB315-4HT-P8PQ,Intel Pentium N6000 3.3 GHz,Intel UHD Graphics,8 GB,15.6 Inches,1920 x 1080 pixels,64 GB SSD,Chrome OS,3.53 Pounds,403.75
1208,Lenovo,Ideapad 3i,Intel Core i5 4.2 GHz,Intel Iris X,20 GB,15.6 Inches,1920 x 1080 pixels,1 TB 512GB Solid State Drive (NVMe QLC),Windows 11 Home,3.74 Pounds,590.48
1209,Dell,Vostro 7620 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3050 Ti,,16 Inches,1920 x 1200 pixels,1000 GB SSD,Windows 10 Pro,4.46 Pounds,1321.71
1210,GIGABYTE,U4 UD-50US823SO,Intel Intel Mobile CPU i5-1155G7 4.5 GHz,Intel Iris Xe Graphics,16 GB,14 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Home,,488.43
1211,SGIN,SGIN-X15,Intel Celeron Celeron 2.9 GHz,Integrated,12 GB,37 Centimeters,1920 x 1080 pixels,512 GB SSD,Linux,1.69 Kilograms,299.99
1212,Lenovo,ThinkPad E15 Gen 3,AMD AMD Ryzen 7 AMD Ryzen 7 5700U 1.9 GHz,AMD Radeon Graphics,16 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 10 Pro,3.75 Pounds,925.1
1213,HP,17-CN300,Intel Core i5 Family Intel Core i5-1335U 2.4 GHz,Intel Iris Xe Graphics,16 GB,17.3 Inches,1920 x 1080,512 GB SSD,Windows 11 Pro,,779.0
1214,ASUS,Vivobook S 14,Intel Intel Core i9 Intel Core i9-13900H 3 GHz,Intel Iris Xe Graphics,16 GB,14.5 Inches,2880 x 1800,1 TB SSD,Windows 10 Home,,1099.0
1215,Lenovo,,Intel Core i5 Intel Core i5 1135G7 2.4 GHz,Intel Iris,8 GB,15.6 Inches,1920 x 1080 pixels,1024 GB SSD,Windows 11 Home,3.9 Pounds,579.99
1216,Lenovo,IdeaPad Flex 5,Intel Core i5 Family 2.5 GHz,Intel Iris Xe Graphics,16 GB,14 Inches,1920 x 1200 pixels,512 GB SSD,Windows 11,3.32 Pounds,899.0
1217,ROKC,ThinkBook V14,"AMD Ryzen 5 AMD Ryzen 5 7520U, 2.8 GHz",AMD,8 GB,14 Inches,,512 GB SSD,Windows 11 Pro,3.2 Pounds,449.99
1218,Dell,Precision 7670 Laptop,Intel Core i5 3.3 GHz,Nvidia RTX A1000,32 GB,16 Inches,1920 x 1200 pixels,512 GB SSD,Windows 11 Pro,5.8 Pounds,1143.44
1219,acer,Acer Chromebook,Intel 8032 Celeron N3350,HD Graphics 500,4 GB,11.6 Inches,1366 x 768,32 GB Emmc,Chrome OS,2.8 Pounds,210.0
1220,Dell,Latitude 5320 Laptop,Intel Core i5 0.9 GHz,Intel,8 GB,13.3 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10 Pro,2.6 Pounds,560.17
1221,Dell,Inspiron 14,Intel Core i7 Family Intel Core i7-12700H 2.5 GHz,Intel Iris Xe Graphics,16 GB,14 Inches,2240 x 1400,1 TB SSD,Windows 10 Home,,949.0
1222,Dell,Latitude 7310 Laptop,Intel Core i7 1.8 GHz,Intel,32 GB,13 Inches,1920 x 1080 pixels,1000 GB SSD,Windows 10 Pro,2.7 Pounds,858.0
1223,Dell,Latitude 14 5400,Intel Core i7 1.9 GHz,Intel UHD Graphics 620,16 GB,14 Inches,1920 x 1080,256 GB SSD,Windows 10 Pro,3.3 Pounds,983.74
1224,Dell,Rugged Dell Latitude,Intel Core i5 2.4 GHz,Intel HD 520 Graphics,16 GB,12 Inches,1366x768,256 GB SSD,Windows 10 Pro,2.72 Kilograms,715.99
1225,ASUS,M1503QA-ES74,AMD Ryzen 7 AMD Ryzen 7 5800H Mobile 4.4 GHz,AMD Radeon GPU,16 GB,15.6,1920 x 1080,512 GB SSD,Windows 11 Home,5.9 Pounds,799.0
1226,Dell,Latitude 7320 Laptop,Intel Core i5 2.6 GHz,Intel,8 GB,13.3 Inches,1920 x 1080 pixels,256 GB SSD,Windows 11 Pro,2.5 Pounds,1000.0
1227,Lenovo,,AMD,AMD Radeon Graphics,8 GB,15.6 Inches,1920 x 1080 pixels,256 GB,Windows 11 Pro,6 Pounds,661.5
1228,Dell,Latitude 7410 Laptop,Intel Core i5 1.7 GHz,Intel,16 GB,14 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10 Home,8 Pounds,727.64
1229,Dell,Dell XPS 13 9310,Intel Core i7 i7-1185G7 3 GHz,Intel Iris Xe Graphics,16 GB,13 Inches,1920 x 1200 pixels,512 GB SSD,Windows 10 Pro,4.6 Pounds,749.99
1230,LG,GRAM 16 2-in-1,Intel Core i7 Family Intel Core i7-1360P 3.2 GHz,Intel Iris Xe Graphics,32 GB,16 Inches,2560 x 1600,2 TB SSD,Windows 11 Home,3.3 Pounds,1769.0
1231,ASUS,ASUS VivoBook,Intel Intel Core i5 i5 1 GHz,Intel HD Graphics 5000,12 GB,17.3 Inches,1600x900,1 TB HDD,Windows 11,5.1 Pounds,539.0
1232,Dell,Latitude 9420 Laptop,Intel Core i7 1.8 GHz,Intel,16 GB,14 Inches,1920 x 1200 pixels,256 GB SSD,Windows 10 Home,2.8 Pounds,669.89
1233,Dell,Dell Latitude 7320,Intel Core i7 i7-1185G7 2 GHz,Intel Iris Xe Graphics,16 GB,13 Inches,1920 x 1080 pixels,256 GB SSD,Windows 11,4.6 Pounds,750.74
1234,Lenovo,14ARE05,AMD Ryzen 5 2.1 GHz,Integrated AMD Radeon Graphics,16 GB,14 Inches,1920 x 1080 pixels,256 GB SSD,Windows 11 Home,3.3 Pounds,799.0
1235,Dell,Dell Inspiron 15,Intel Intel Core i5 Core i5-7200u 2.5 GHz,Intel HD Graphics 620,8 GB,15.6 Inches,1366x768,2 TB HDD,Windows 10,2300 Grams,689.0
1236,Dell,Inspiron 7610 Laptop,Intel Core i5 2.7 GHz,Intel Integrated Graphics,32 GB,16 Inches,3072 x 1920 pixels,1000 GB SSD,Windows 10 Home,4.4 Pounds,788.86
1237,HP,HP Envy X360,AMD Ryzen 5 AMD Ryzen 5 5500U 2.2 GHz,AMD Radeon Graphics,16 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 10 Home,4.1 Pounds,899.0
1238,Dell,Latitude,Intel Core i7-8650U 1.9 GHz,Intel,32 GB,14 Inches,1920 x 1080 pixels,2 TB SSD,Windows 10 Pro,3.9 Pounds,464.99
1239,Dell,Latitude 7320 Laptop,Intel Core i7 1.8 GHz,Intel,16 GB,13.3 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Pro,2.5 Pounds,599.0
1240,Dell,Latitude 5431 Laptop,Intel Core i5 3.3 GHz,Intel Integrated Graphics,32 GB,14 Inches,1920 x 1080 pixels,256 GB SSD,Windows 11 Pro,8 Pounds,1081.25
1241,MSI,Prestige 14Evo A12M,Intel Core i7 Family Intel Core i7-1280P 3.1 GHz,Intel Iris Xe Graphics,32 GB,14 Inches,1920 x 1080,1 TB SSD,Windows 10 Home,2.84 Pounds,1199.0
1242,HP,Spectre x360 2-in-1,Intel Core i7 Family Intel Core i7-1355U 3.1 GHz,Intel Iris Xe Graphics,16 GB,13.5 Inches,1920 x 1280,1 TB SSD,Windows 11 Home,,1309.0
1243,DELL,Inspiron 15 3535,AMD Ryzen 5 AMD Ryzen 5 7530U 2.2 GHz,AMD Radeon Graphics,8 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 10 Home,,519.0
1244,Lenovo,ThinkPad E15 Gen 4,AMD Ryzen 7 AMD Ryzen 7 5825U 2.1 GHz,AMD Radeon Graphics,40 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 11 Pro,3.9 Pounds,1129.0
1245,ROKC,,Intel Intel Core i5 Intel Core i5-1235U 3.3 GHz,Intel,16 GB,15.6 Inches,1920 x 1080 pixels,1000 GB SSD,Windows 11 Pro,3.8 Pounds,879.99
1246,Lenovo,2022,Intel Others Celeron 5205U 1.9 GHz,Intel Integrated Graphics,4 GB,13.3 Inches,1920 x 1080 pixels,64 GB SSD,Chrome OS,3 Pounds,325.0
1247,SAMSUNG,"Samsung 11.6"" Chromebook",Intel Intel Mobile CPU Celeron N3060 1.6 GHz,Intel HD Graphics 400,4 GB,11.6 Inches,1366x768,32 GB SSD,Chrome OS,2.4 Pounds,198.0
1248,Dell,,Intel Core i5 1.7 GHz,Intel,8 GB,13.3 Inches,1366 x 768 pixels,,Windows 10 Pro,,592.5
1249,Dell,Inspiron,Intel Core i3 1.2 GHz,Intel UHD Graphics,8 GB,15.6 Inches,1366 x 768 pixels,256 GB SSD,Windows 10,,384.63
1250,Dell,Inspiron 15,Intel Core i5 Family Intel Core i5-1035G1 1.1 GHz,Intel UHD Graphics,8 GB,15.6 Inches,1920 x 1080,256 GB SSD,Windows 10 Home,,519.0
1251,Dell,G15 5521 Laptop,Intel Core i9 3.8 GHz,NVIDIA GeForce RTX 3070 Ti,16 GB,15.6 Inches,2560x1440,1000 GB SSD,Windows 10 Home,8 Pounds,1192.38
1252,Dell,Latitude,Intel Core i7 Family 1.8 GHz,UHD Graphics,32 GB,14 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Pro,2.9 Pounds,1097.24
1253,acer,Chromebook 314,Intel Intel Core i3 i3-N305 1.8 GHz,Intel UHD Graphics,8 GB,14 Inches,1921 x 1080 pixels,,Chrome OS,3.15 Pounds,449.99
1254,HP,Pavilion 15,Intel Core i5 Family Intel Core i5-1235U 2.8 GHz,Intel Iris Xe Graphics,16 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 10 Home,,819.0
1255,Dell,Inspiron 16 5620,Intel Core i5 Family Intel Core i5-1235U 2.1 GHz,Intel Iris Xe Graphics,16 GB,16 Inches,1920 x 1200,1 TB SSD,Windows 10 Home,4.3 Pounds,879.99
1256,Lenovo,81WF004CUS,Intel Core i5 Family 1 GHz,Intel UHD Graphics,12 GB,17.3 Inches,1600 x 900 pixels,256 GB SSD,Windows 10 Pro,4.84 Pounds,729.0
1257,Dell,Latitude 5310 Laptop,Intel Core i7 1.8 GHz,Intel,16 GB,13.3 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10 Pro,2.7 Pounds,299.99
1258,HP,HP Envy 13,Intel Intel Core i5-1135G7 i5-1135G7 4.2 GHz,Intel Iris Xe Graphics,8 GB,13.3 Inches,1920x1080,256 GB SSD,Windows 10,2.9 Pounds,594.9
1259,Dell,Dell Latitude,Intel Core i5 Core i5-8350u 1.7 GHz,Intel UHD Graphics 620,8 GB,14.1 Inches,1366 x 768 pixels,,Windows 10 Pro,3.1 Pounds,1099.77
1260,Lenovo,Lenovo ideapad,Intel Core i3 Family Core i3-8145U 2.1 GHz,Intel UHD Graphics 620,8 GB,15.6 Inches,1366 x 768 pixels,128 GB SSD,Windows 10,4 Pounds,382.9
1261,Lenovo,21as001aus,AMD Ryzen 7 6800U 3 GHz,AMD,16 GB,13 Inches,1920 x 1200 pixels,512 GB SSD,Windows 11 Pro,3 Pounds,919.99
1262,Dell,Precision 3570 Laptop,Intel Core i7 3.5 GHz,Intel Integrated Graphics,32 GB,15.6 Inches,1366x768,1000 GB SSD,Windows 11 Pro,8 Pounds,1146.9
1263,Microsoft,,Intel,Intel Iris,8 GB,,,,No OS,4.74 Ounces,669.0
1264,Dell,G16 7620 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3060,16 GB,16 Inches,2560 x 1600 pixels,1000 GB SSD,Windows 11 Home,5.38 Pounds,1143.44
1265,Dell,,Intel Core i5 2 GHz,Intel UHD Graphics,16 GB,15.6 Inches,,512 GB SSD,Windows 11 Home,3.7 Pounds,588.0
1266,Dell,Inspiron 16 5620,Intel Core i7 Family 1255U 1.2 GHz,Intel Iris Xe Graphics,16 GB,16 Inches,1920 x 1200 pixels,1 TB SSD,Windows 11 Home,4.12 Pounds,899.0
1267,HP,,AMD R Series 2.3 GHz,AMD Radeon Graphics,8 GB,15.6 Inches,1366 x 768 pixels,512 GB SSD,Windows 10,4.4 Pounds,559.0
1268,Dell,Latitude 5510 Laptop,Intel Core i7 1.8 GHz,Intel,16 GB,15.6 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10 Pro,4 Pounds,1079.91
1269,Lenovo,Lenovo Flex 5 2 in 1,AMD Ryzen 3 4300U Ryzen 3 4300U 2.7 GHz,Integrated AMD Radeon Graphics,4 GB,14 Inches,1920x1080,256 GB SSD,Windows 10,3.3 Pounds,458.0
1270,LG,16ZB90Q-V.APS5U1,Intel Core i7 i7-1260P 2.1 GHz,Intel Iris Xe Graphics,16 GB,16 Inches,1280 x 800 pixels,512 GB SSD,Windows 11 Pro,2.6 Pounds,1249.0
1271,ASUS,,Intel Core i5 2.53 Hz,Nvidia GT425M,4 GB,14 Inches,1366 x 768,500 GB Serial ATA,Windows 7,5.3 Pounds,999.0
1272,Dell,Latitude 5540 Laptop,Intel Core i7 3.7 GHz,Intel,16 GB,15.6 Inches,,256 GB SSD,Windows 11 Pro,8 Pounds,1316.69
1273,Lenovo,,Intel Core i5 Intel Core i5 1135G7 2.4 GHz,Intel Iris Xe Graphics,8 GB,15.6 Inches,1920 x 1080 pixels,256 GB SSD,Windows 11 Home,3.97 Pounds,539.99
1274,Dell,Latitude 3520 Laptop,Intel Core i7 1.2 GHz,Intel Integrated Graphics,8 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Pro,,1145.72
1275,Lenovo,Chromebook S330,MediaTek MediaTek_MT8127 MediaTek MTK8173C 1.7 GHz,MediaTek Graphics,4 GB,14 Inches,1366 x 768 pixels,64 GB Emmc,Chrome OS,0.01 Ounces,177.0
1276,Dell,Dell Latitude E6440,Intel Core i7 3.7 GHz,AMD Radeon HD 8690M,8 GB,14 Inches,1366x768,320 GB HDD,Windows 7,4.7 Pounds,649.99
1277,Dell,LATITUDE E5450,Intel Core i3 INTEL CORE I3-5010U 2.1 GHz,Integrated Graphics,8 GB,14 Inches,1366 x 768 pixels,1000 GB SSD,Windows 10 Pro 64 Bit-Multi-Language Support English/French/Spanish.,4 Pounds,287.98
1278,ASUS,Asus Chromebook Flip C434,Intel Core M Family Core M3-8100y 3.4 GHz,Intel HD Graphics 615,8 GB,14 Inches,1920 x 1080 pixels,64 GB Emmc,Chrome OS,3.3 Pounds,505.49
1279,Dell,Latitude 7400 Laptop,Intel Core i7 1.9 GHz,Intel,32 GB,14 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10 Pro,3 Pounds,359.99
1280,HP,15-EF200,AMD Ryzen 5 AMD Ryzen 5 5500U 2.1 GHz,AMD Radeon Graphics,12 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Pro,,629.0
1281,Dell,Latitude 5420,Intel Core i5 Family Intel Core i5-1135G7 2.2 GHz,Intel Iris Xe Graphics,16 GB,14 Inches,1920 x 1080,512 GB SSD,Windows 11 Home,,669.0
1282,hp,HP Stream,Intel Celeron N4000 1 GHz,Intel,4 GB,11.6 Inches,1366 x 768 pixels,32 GB Emmc,Windows 10 S,3.8 Pounds,174.0
1283,HP,9VV70UA,Intel Mobile CPU 1 GHz,Intel UHD Graphics,8 GB,17.3 Inches,1600 x 900 pixels,128 GB SSD,Windows 10,2.46 Kilograms,678.0
1284,Dell,Inspiron 3511,Intel Core i5 1 GHz,Intel UHD Graphics,16 GB,15.6 Inches,1920x1080,256 GB,Windows 11 Pro,3.5 Pounds,618.58
1285,Dell,G16 7620 Laptop,Intel Core i9 3.8 GHz,NVIDIA GeForce RTX 3070 Ti,32 GB,16 Inches,2560 x 1600 pixels,1000 GB SSD,Windows 11 Pro,5.38 Pounds,1601.66
1286,Lenovo,IdeaPad Slim 5 82XF,Intel Core i7 Family Intel Core i7-1355U 3 GHz,Intel Iris Xe Graphics,16 GB,16 Inches,1920 x 1200,2 TB SSD,Windows 11 Home,,1279.0
1287,Lenovo,Lenovo IdeaPad Slim 5 82XF,Intel Core i7 Family Intel Core i7-1355U 3 GHz,Intel Iris Xe Graphics,16 GB,16 Inches,1920 x 1200,2 TB SSD,Windows 10 Home,,1279.0
1288,ASUS,Vivobook X1402ZA,Intel Core i7 Family Intel Core i7-1260P 3.2 GHz,Intel Iris Xe Graphics,16 GB,14 Inches,1920 x 1080,1 TB SSD,Windows 11 Pro,3.3 Pounds,949.0
1289,ASUS,ASUS VivoBook 17X,AMD Ryzen 7 5800H AMD R yzen 7 5800H 4.4 GHz,AMD Radeon Graphics,8 GB,17.3 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Home,4.6 Pounds,699.99
1290,HP,17-CP0025CL,AMD Ryzen 5 2500U 2.1 GHz,AMD Radeon Graphics,12 GB,17.3 Inches,1600 x 900 pixels,1 TB SSD,Windows 10,4.6 Pounds,939.99
1291,Dell,i5400-7128GRY-PUS,Intel Core i7 Core i7-1065G7 3.9 GHz,Intel,12 GB,14 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Home,1 Pounds,899.0
1292,Dell,Inspiron 5430 Laptop,Intel Core i7 3.7 GHz,Intel HD Graphics 520,16 GB,14 Inches,2560 x 1600 pixels,1000 GB SSD,Windows 11 Home,3.38 Pounds,866.0
1293,Dell,Inspiron 3511,Intel Core i5 1 GHz,Intel UHD Graphics,64 GB,15.6 Inches,1920x1080,256 GB,Windows 10 Pro,3.5 Pounds,735.31
1294,acer,Convirtible Chromebook Spin 311,MediaTek MediaTek MT8183 MT8183 2 GHz,ARM Mali-T604,4 GB,11.6 Inches,1366 x 768 pixels,32 GB SSD,Chrome OS,1.1 Pounds,176.98
1295,HP,15-EF200,AMD Ryzen 7 AMD Ryzen 7 5700U 2 GHz,AMD Radeon Graphics,8 GB,15.6 Inches,1366 x 768,1 TB SSD,Windows 11 Pro,,719.0
1296,HP,Envy x360 Convertible,Intel Core i5 Family Intel Core i5-1240P 2.5 GHz,Intel lris Xe Graphics,12 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Home,,719.0
1297,acer,Aspire 5,AMD Ryzen 3 AMD Ryzen 3 3350U 2.3 GHz,AMD Radeon Graphics,4 GB,15.6 Inches,1920 x 1080,256 GB SSD,Windows 11 Home,3.99 Pounds,459.0
1298,ASUS,ASUS Chromebook CX1,Intel Celeron Celeron N3350 1 GHz,Intel HD Graphics 500,4 GB,11.6 Inches,1366 x 768 pixels,32 GB Emmc,Chrome OS,2.7 Pounds,209.0
1299,Lenovo,Yoga 720-12IKB,Intel Core i5,Intel HD Graphics 620,8 GB,12.5 Inches,1920 x 1080 pixels,128 GB SSD,Windows 10,2.54 Pounds,569.99
1300,HP,15M-EU0013DX,AMD Ryzen 5 5500U Ryzen 5 5500U 2.1 GHz,AMD Radeon Graphics,16 GB,15.6 Inches,1920 x 1080 pixels,1 TB SSD,Windows 10 Home,4.1 Pounds,849.0
1301,Dell,Latitude 7320 Laptop,Intel Core i5 2.6 GHz,Intel,8 GB,13.3 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10 Pro,2.5 Pounds,1025.0
1302,Lenovo,IdeaPad,Intel Intel Core i3 Core i3-8145U 2.1 GHz,Intel UHD Graphics 620,8 GB,15.6 Inches,1366 x 768 pixels,128 GB SSD,Windows 10,4 Pounds,499.99
